,Performer,Song,Explicit Content,Track Popularity
6680,Cam'Ron Featuring Mase,Horse & Carriage,,
6681,Blink-182,I Miss You,False,70.0
6682,Cathy Carr,First Anniversary,False,0.0
6683,Shinedown,If You Only Knew,False,56.0
6684,Miranda Lambert,Heart Like Mine,False,51.0
6685,The Storm,I've Got A Lot To Learn About Love,,
6686,Fun Factory,I Wanna B With U,False,40.0
6687,Blues Traveler,Hook,False,61.0
6688,Train,"Hey, Soul Sister",False,83.0
6689,Glen Campbell,I Knew Jesus (Before He Was A Star),False,15.0
6690,Buster Poindexter & His Banshees Of Blue,Hot Hot Hot,False,44.0
6691,Blake Shelton,Drink On It,False,50.0
6692,"Frank Sinatra ""and a bunch of kids""",High Hopes,,
6693,Sawyer Brown,Drive Me Wild,False,32.0
6694,John Michael Montgomery,Home To You,False,30.0
6695,David Lee Murphy,Loco,,
6696,Lady Antebellum,I Run To You,False,60.0
6697,Booker T. & The MG's,Melting Pot,False,46.0
6698,Teairra Mari,Make Her Feel Good,True,39.0
6699,Crown Heights Affair,Dreaming A Dream,False,24.0
6700,Dylan Scott,My Girl,False,68.0
6701,Brook Benton,Lie To Me,False,10.0
6702,Zedd Featuring Selena Gomez,I Want You To Know,False,68.0
6703,The Drifters,I'll Take You Home,False,29.0
6704,Ray J,"Let It Go (From ""Set It Off"")",True,19.0
6705,Roy Orbison,Léah,False,37.0
6706,"Eminem, Dr. Dre & 50 Cent",Encore,True,48.0
6707,Toya,I Do!!,False,48.0
6708,Def Leppard,Miss You In A Heartbeat,False,45.0
6709,Montgomery Gentry,My Town,False,53.0
6710,Shabba Ranks,"Mr. Loverman (From ""Deep Cover"")",,
6711,Avril Lavigne,Nobody's Home,False,63.0
6712,Midnight Star,Midas Touch,False,44.0
6713,Aaron Tippin,Kiss This,False,53.0
6714,Lighter Shade Of Brown,"Hey D.J. (From ""Mi Vida Loca"")",,
6715,Alan Jackson,Gone Crazy,False,44.0
6716,Flo Rida Featuring Robin Thicke & Verdine White,"I Don't Like It, I Love It",False,69.0
6717,Tim McGraw,If You're Reading This,False,55.0
6718,IV Xample,I'd Rather Be Alone,,
6719,Los Del Rio,Macarena (Bayside Boys Mix),,
6720,Wet Wet Wet,Love Is All Around,False,70.0
6721,4,Have A Little Mercy,False,3.0
6722,"Big Tymers Featuring Tateeze, Boo & Gotti",Oh Yeah!,True,45.0
6723,Flume Featuring Kai,Never Be Like You,True,71.0
6724,The Rubinoos,I Think We're Alone Now,False,30.0
6725,Sara Evans,I Could Not Ask For More,False,52.0
6726,Lee Brice,I Don't Dance,False,70.0
6727,Delegation,Oh Honey,False,59.0
6728,Dan Hill,Never Thought (That I Could Love),,
6729,Brad Paisley,Letter To Me,False,52.0
6730,David Guetta Featuring Kid Cudi,Memories,False,59.0
6731,Kane Brown,Good As You,False,76.0
6732,Tommy James And The Shondells,Mirage,False,30.0
6733,Culture Club,It's A Miracle,False,49.0
6734,"""Little"" Jimmy Dickens",May The Bird Of Paradise Fly Up Your Nose,False,41.0
6735,Bruce Springsteen,Human Touch/Better Days,,
6736,Silkk The Shocker Featuring Mystikal,It Ain't My Fault 1 & 2,,
6737,The O'Jays,Livin' For The Weekend,False,28.0
6738,Sandy Stewart,My Coloring Book,,
6739,P.J. Proby,Niki Hoeky,False,11.0
6740,John Waite,Every Step Of The Way,False,35.0
6741,Bread,Let Your Love Go,False,33.0
6742,"Earth, Wind & Fire",Fantasy,False,67.0
6743,A Boogie Wit da Hoodie,Look Back At It,True,83.0
6744,The Cars,I'm Not The One,False,41.0
6745,New Edition,Lost In Love,False,38.0
6746,R. Kelly,Feelin' On Yo Booty,False,44.0
6747,Chris Christian,"I Want You, I Need You",False,18.0
6748,Jars Of Clay,Flood,False,47.0
6749,Mack 10 & Tha Dogg Pound,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",,
6750,Carl Mann,Mona Lisa,False,35.0
6751,Dave Hollister,My Favorite Girl,True,37.0
6752,Martina McBride,In My Daughter's Eyes,False,51.0
6753,The Miracles,I'll Try Something New,False,36.0
6754,Rappin' 4-Tay Featuring The Spinners,I'll Be Around,True,44.0
6755,Luther Ingram,I'll Be Your Shelter (In Time Of Storm),False,17.0
6756,Clarence Reid,Nobody But You Babe,False,34.0
6757,Mac McAnally,Minimum Love,False,8.0
6758,Paula Abdul,Knocked Out,False,31.0
6759,Rick Ross Featuring Nelly & Avery Storm,Here I Am,True,61.0
6760,Haddaway,Life (Everybody Needs Somebody To Love),,
6761,Steve Wariner,I'm Already Taken,False,24.0
6762,Blake Shelton,Neon Light,False,56.0
6763,Teddy Pendergrass,Love T.K.O.,False,34.0
6764,DMX Featuring Sheek Of The Lox,Get At Me Dog,True,47.0
6765,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",It's A Vibe,True,76.0
6766,Justin Hayward,Forever Autumn,False,26.0
6767,Enuff Z'Nuff,Fly High Michelle,True,35.0
6768,Ty Herndon,Hands Of A Working Man,False,20.0
6769,Cookie And His Cupcakes,Matilda,,
6770,Buddy Jewell,Help Pour Out The Rain (Lacey's Song),False,41.0
6771,Khia Featuring DSD,"My Neck, My Back",True,62.0
6772,Rascal Flatts,I'm Movin' On,False,52.0
6773,Rihanna,Needed Me,True,80.0
6774,Madonna,Erotica,False,42.0
6775,Rick Nelson,Everlovin',,
6776,Connie Francis,Follow The Boys,False,24.0
6777,Steely Dan,FM (No Static At All),,
6778,Waylon & Willie,Good Hearted Woman,False,56.0
6779,Johnny Tillotson,Jimmy's Girl,False,16.0
6780,The White Stripes,Icky Thump,False,61.0
6781,Gladys Knight And The Pips,Make Me The Woman That You Go Home To,False,23.0
6782,Gloria Estefan,Heaven's What I Feel,False,20.0
6783,The B-52s,Good Stuff,False,39.0
6784,Lawrence Reynolds,Jesus Is A Soul Man,False,7.0
6785,Mya,My First Night With You,False,31.0
6786,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,Get Money,True,60.0
6787,Chris Brown,Fine China,False,63.0
6788,Al Green,Let's Get Married,False,34.0
6789,Herb Alpert,Making Love In The Rain,False,39.0
6790,Clay Aiken,Invisible,False,43.0
6791,Boz Scaggs,It's Over,False,41.0
6792,Electronic,Getting Away With It,False,47.0
6793,Buster Brown,Fannie Mae,False,33.0
6794,Blake Shelton Featuring Gwen Sebastian,My Eyes,False,53.0
6795,Keith Washington,Kissing You,False,46.0
6796,Paul Anka,I Love You In The Same Old Way,False,30.0
6797,The Farm,Groovy Train,False,24.0
6798,Carrie Underwood,Heartbeat,False,64.0
6799,The Cranberries,Dreams,False,73.0
6800,Mya,Free,False,33.0
6801,Arthur Lyman Group,Love For Sale,,
6802,Johnnie Taylor,Love Bones,False,9.0
6803,"""Groove"" Holmes",Misty,False,28.0
6804,"The Notorious B.I.G. Featuring Diddy, Nelly, Jagged Edge & Avery Storm",Nasty Girl,True,64.0
6805,Yvette Michele,I'm Not Feeling You,False,24.0
6806,Faith Hill,Like We Never Loved At All,False,47.0
6807,Roger Hodgson,Had A Dream (Sleeping With The Enemy),False,44.0
6808,Bizarre Inc,I'm Gonna Get You,False,39.0
6809,Trace Adkins,I'm Tryin',False,30.0
6810,Dan + Shay,From The Ground Up,False,70.0
6811,The Blue Ridge Rangers,Jambalaya (On The Bayou),,
6812,Melissa Manchester,Just Too Many People,False,14.0
6813,The Marshall Tucker Band,Heard It In A Love Song,False,57.0
6814,Little River Band,Happy Anniversary,False,38.0
6815,Young Buck,Let Me In,True,49.0
6816,"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",I Made It (Cash Money Heroes),True,55.0
6817,Charlie Puth,One Call Away,False,68.0
6818,Connie Francis,No One,False,12.0
6819,Michael Jackson,Just A Little Bit Of You,False,22.0
6820,Elvis Presley,Hurt/for The Heart,,
6821,Greg Kihn,Lucky,False,19.0
6822,Marilyn Martin,Night Moves,False,21.0
6823,Fleetwood Mac,Everywhere,False,78.0
6824,Kitty Kallen,If I Give My Heart To You,False,25.0
6825,The Paris Sisters,He Knows I Love Him Too Much,False,4.0
6826,Nat King Cole,I Don't Want To See Tomorrow,False,23.0
6827,Chase,Get It On,False,29.0
6828,England Dan & John Ford Coley,Gone Too Far,False,32.0
6829,Heart,Heartless,False,38.0
6830,Rose Royce,Love Don't Live Here Anymore,False,49.0
6831,REO Speedwagon,Keep On Loving You,False,71.0
6832,Paul Young,Oh Girl,False,56.0
6833,The Rocky Fellers,Killer Joe,False,15.0
6834,The Staple Singers,Oh La De Da,False,18.0
6835,Gonzalez,Haven't Stopped Dancing Yet,False,33.0
6836,Chilliwack,"My Girl (Gone, Gone, Gone)",False,45.0
6837,T'Pau,Heart And Soul,False,49.0
6838,Charlie Puth,How Long,False,76.0
6839,Sammy Hagar,Give To Live,False,34.0
6840,Cathy Dennis,Just Another Dream,,
6841,Black Oak Arkansas,Jim Dandy,False,42.0
6842,Depeche Mode,Enjoy The Silence,False,66.0
6843,Nikki,Notice Me,,
6844,Edward Bear,Last Song,False,37.0
6845,Sylvia (r&b),Nobody,,
6846,Musiq,halfcrazy,False,53.0
6847,Starbuck,Moonlight Feels Right,False,47.0
6848,The Five Americans,I See The Light,False,17.0
6849,Lulu,Oh Me Oh My (I'm A Fool For You Baby),False,18.0
6850,Icona Pop Featuring Charli XCX,I Love It,True,66.0
6851,Portugal. The Man,Feel It Still,False,82.0
6852,Simon & Garfunkel,Fakin' It,False,41.0
6853,Patti Page,Most People Get Married,False,2.0
6854,LaVern Baker,I Cried A Tear,False,26.0
6855,Wings,Mary Had A Little Lamb/Little Woman Love,,
6856,TLC,Girl Talk,False,40.0
6857,Sage The Gemini Featuring IamSu!,Gas Pedal,True,68.0
6858,The Sandpipers,"Louie, Louie",False,26.0
6859,Avril Lavigne,Here's To Never Growing Up,True,69.0
6860,The Blue Jays,Lover's Island,False,5.0
6861,Ray Charles,In The Heat Of The Night,,
6862,Dickie Goodman,Energy Crisis '74,False,4.0
6863,Luke Bryan,I Don't Want This Night To End,False,66.0
6864,Bobby Vee,My Girl/Hey Girl,,
6865,Wind,Make Believe,False,3.0
6866,Chicago,Lowdown,False,22.0
6867,The Temptations,Hey Girl (i Like Your Style),False,32.0
6868,Firefall,Headed For A Fall,False,20.0
6869,Neil Diamond,I'm Alive,False,17.0
6870,Joan Jett & the Blackhearts,Fake Friends,False,33.0
6871,Martina McBride,I Love You,False,35.0
6872,Secondhand Serenade,Fall For You,False,61.0
6873,Johnny Tillotson,Heartaches By The Number,False,17.0
6874,Frankie Laine,Making Memories,,
6875,The Neon Philharmonic,Morning Girl,False,28.0
6876,Gary Glitter,I Didn't Know I Loved You (Till I Saw You Rock And Roll),False,44.0
6877,Rick Springfield,I Get Excited,False,29.0
6878,James Brown,Get On The Good Foot-Part 1,,
6879,"John Williams/""Jaws"" Soundtrack","Main Title (Theme From ""Jaws"")",False,18.0
6880,Tommy Shaw,Girls With Guns,False,33.0
6881,Eric Carmen,I Wanna Hear It From Your Lips,,
6882,Winger,Headed For A Heartbreak,False,48.0
6883,Aerosmith,Falling In Love (Is Hard On The Knees),False,52.0
6884,Lauryn Hill,Everything Is Everything,False,60.0
6885,The Revels,Midnight Stroll,False,15.0
6886,Stan Kenton,Mama Sang A Song,,
6887,Tony Bennett,If I Ruled The World,False,41.0
6888,Jerry Butler,Never Give You Up,False,42.0
6889,Alice Cooper,Hello Hurray,,
6890,Dan Hartman,I Can Dream About You,False,58.0
6891,Robert Tepper,No Easy Way Out,False,63.0
6892,Kanye West Featuring Adam Levine,Heard 'Em Say,True,64.0
6893,James Brown And The Famous Flames,Night Train,False,30.0
6894,Tom Jones,Help Yourself,False,42.0
6895,Richie Havens,Here Comes The Sun,False,58.0
6896,Sailcat,Motorcycle Mama,False,21.0
6897,David Bowie,Fame,False,60.0
6898,Kenny Nolan,I Like Dreamin',False,38.0
6899,Kenny Nolan,Love's Grown Deep,False,42.0
6900,Gerry Rafferty,Home And Dry,False,33.0
6901,Nicolette Larson & Michael McDonald,"Let Me Go, Love",False,27.0
6902,Robert John,Hey There Lonely Girl,False,17.0
6903,Billy Squier,In The Dark,False,51.0
6904,REO Speedwagon,Here With Me,False,44.0
6905,Bruce Hornsby & The Range,Look Out Any Window,False,39.0
6906,The Fixx,How Much Is Enough,False,14.0
6907,Eddie Rabbitt,Drivin' My Life Away,False,56.0
6908,The Jacksons,Heartbreak Hotel,False,58.0
6909,Eddie Money,I Wanna Go Back,False,50.0
6910,Paul Carrack,One Good Reason,False,18.0
6911,Ivan Neville,Not Just Another Girl,False,14.0
6912,Great White,Once Bitten Twice Shy,False,61.0
6913,Warrant,I Saw Red,False,42.0
6914,Surface,Never Gonna Let You Down,False,32.0
6915,Ozzy Osbourne,"Mama, I'm Coming Home",False,70.0
6916,The Fantastic Johnny C,Hitch It To The Horse,False,4.0
6917,Seals & Crofts,I'll Play For You,False,39.0
6918,Leon Russell,Lady Blue,False,35.0
6919,Steve Martin And The Toot Uncommons,King Tut,False,30.0
6920,Toby Keith,I Wanna Talk About Me,False,58.0
6921,Jackie Wilson,I Get The Sweetest Feeling,False,59.0
6922,Damn Yankees,High Enough,False,60.0
6923,Lynyrd Skynyrd,Free Bird,False,72.0
6924,Black Box,I Don't Know Anybody Else,False,41.0
6925,Lita Ford,Kiss Me Deadly,False,55.0
6926,MC Lyte Featuring Xscape,"Keep On, Keepin' On (From ""Sunset Park"")",,
6927,Tavares,Heaven Must Be Missing An Angel (part 1),,
6928,Shawn Mendes,In My Blood,False,83.0
6929,The Beatles,I'll Cry Instead,False,47.0
6930,Robin Thicke Featuring Kendrick Lamar,Give It 2 U,True,41.0
6931,Ray Stevens,Mr. Businessman,False,17.0
6932,Rachel Platten,Fight Song,False,80.0
6933,Deane Hawley,Look For A Star,False,7.0
6934,The Turtles,Let Me Be,False,24.0
6935,DJ Khaled Featuring Jay Z & Future,I Got The Keys,True,55.0
6936,James Taylor,Long Ago And Far Away,False,44.0
6937,Lesley Gore,"My Town, My Guy And Me",False,15.0
6938,James Brown,It's A New Day (Part 1) & (Part 2),False,17.0
6939,"Blood, Sweat & Tears",Go Down Gamblin',False,41.0
6940,Joni James,Little Things Mean A Lot,False,21.0
6941,Solomon Burke,Goodbye Baby (Baby Goodbye),False,26.0
6942,The Osmonds,Let Me In,False,30.0
6943,Frankie Valli,Fallen Angel,False,28.0
6944,All Saints,I Know Where It's At,False,25.0
6945,Tyrese,Nobody Else,False,30.0
6946,Santana,No One To Depend On,False,44.0
6947,Graham Nash & David Crosby,Immigration Man,False,36.0
6948,Styx,Mademoiselle,False,31.0
6949,The Jive Five,I'm A Happy Man,,
6950,Mama Cass Elliot,Make Your Own Kind Of Music,,
6951,CROW,Evil Woman Don't Play Your Games With Me,False,9.0
6952,Elvis Presley,I'm Leavin',False,28.0
6953,The Soul Children,I'll Be The Other Woman,False,31.0
6954,Art Garfunkel,I Only Have Eyes For You,False,35.0
6955,The Spinners,Love Or Leave,False,19.0
6956,Cerrone,Love In 'C' Minor - Pt. I,,
6957,Waylon Jennings,"Luckenbach, Texas (Back To The Basics Of Love)",False,63.0
6958,John Stewart,Midnight Wind,False,9.0
6959,Huey Lewis & The News,Hope You Love Me Like You Say You Do,False,29.0
6960,Daryl Hall,Foolish Pride,False,29.0
6961,Lou Rawls,Lady Love,False,50.0
6962,Electric Light Orchestra,Mr. Blue Sky,False,81.0
6963,Barry Manilow,I Don't Want To Walk Without You,False,15.0
6964,Stray Cats,I Won't Stand In Your Way,False,24.0
6965,Peter Wolf,I Need You Tonight,,
6966,John Michael Montgomery,Letters From Home,False,60.0
6967,Johnny Tillotson,"I Rise, I Fall",False,15.0
6968,Bobby Bloom,Montego Bay,False,39.0
6969,Foghat,Drivin' Wheel,False,31.0
6970,Enchantment,Gloria,False,37.0
6971,Andrea True Connection,"N.y., You Got Me Dancing",,
6972,Dorothy Moore,I Believe You,False,14.0
6973,Cheryl Lynn,Got To Be Real,False,62.0
6974,Ronnie Milsap,I Wouldn't Have Missed It For The World,False,54.0
6975,Def Leppard,Foolin',False,57.0
6976,Michael McDonald,No Lookin' Back,False,37.0
6977,Jamie Walters,Hold On,False,53.0
6978,Tim McGraw,My Next Thirty Years,False,48.0
6979,Bad Company,Good Lovin' Gone Bad,False,40.0
6980,ABBA,"I Do, I Do, I Do, I Do, I Do",False,45.0
6981,The Manhattans,Kiss And Say Goodbye,False,58.0
6982,Genesis,No Reply At All,False,41.0
6983,Van Halen,Feels So Good,False,36.0
6984,Michael Bolton,Georgia On My Mind,False,42.0
6985,Dierks Bentley,Drunk On A Plane,False,68.0
6986,Spyro Gyra,Morning Dance,False,41.0
6987,The Whispers,It's A Love Thing,False,37.0
6988,Stacy Lattisaw,Love On A Two Way Street,False,41.0
6989,Laura Branigan,How Am I Supposed To Live Without You,False,36.0
6990,Cher,Heart Of Stone,False,49.0
6991,The Halos,Nag,False,6.0
6992,John Travolta,Let Her In,False,6.0
6993,Suave,My Girl,False,12.0
6994,Nickelback,How You Remind Me,False,79.0
6995,KC And The Sunshine Band,It's The Same Old Song,False,10.0
6996,Kenny Loggins,I'm Alright,False,54.0
6997,Saigon Kick,Love Is On The Way,False,52.0
6998,Mary J. Blige,No More Drama,False,54.0
6999,Cliff DeYoung,My Sweet Lady,,
7000,Salt-N-Pepa,Expression,False,35.0
7001,Bill Deal & The Rhondels,I've Been Hurt,False,30.0
7002,Dyke And The Blazers,Let A Woman Be A Woman - Let A Man Be A Man,False,46.0
7003,Charlie Puth Featuring Meghan Trainor,Marvin Gaye,False,71.0
7004,Chaka Khan,I'm Every Woman,False,67.0
7005,Eric Burdon & The Animals,Monterey,False,21.0
7006,Stevie Wonder,Nothing's Too Good For My Baby,False,24.0
7007,Gerry And The Pacemakers,It's Gonna Be Alright,False,19.0
7008,Brenda Lee,I Wonder,False,30.0
7009,The Angels,I Adore Him,False,12.0
7010,Stevie Wonder,Never Had A Dream Come True,False,34.0
7011,Tommy Edwards,My Melancholy Baby,False,9.0
7012,Brook Benton,I Got What I Wanted,False,11.0
7013,"Blood, Sweat & Tears",Lucretia Mac Evil,False,32.0
7014,Daryl Hall John Oates,Downtown Life,False,20.0
7015,The Trade Winds,New York's A Lonely Town,,
7016,Public Enemy,Give It Up,True,32.0
7017,Jaheim Featuring Tha Rayne,Fabulous,False,47.0
7018,The Drifters,I've Got Sand In My Shoes,False,28.0
7019,Kelly Clarkson,Heartbeat Song,False,69.0
7020,Jimmie Rodgers,I'm Never Gonna Tell,False,5.0
7021,The Who,I'm Free,False,42.0
7022,Marilyn Sellars,One Day At A Time,False,4.0
7023,Kool & The Gang,Higher Plane,False,16.0
7024,George McCrae,I Get Lifted,False,45.0
7025,Mac McAnally,It's A Crazy World,False,10.0
7026,Wings,Girls' School,,
7027,Dolly Parton,Heartbreaker,False,39.0
7028,Blondie,Island Of Lost Souls,False,22.0
7029,Tane Cain,Holdin' On,False,11.0
7030,Robert Plant,Little By Little,False,35.0
7031,Steve & Eydie,I Can't Stop Talking About You,False,9.0
7032,Tanya Tucker,Lizzie And The Rainman,False,31.0
7033,Slade,"My, Oh My",False,52.0
7034,Steve Perry,Foolish Heart,False,60.0
7035,Pretty Poison,Nightime,False,28.0
7036,Solomon Burke,If You Need Me,False,35.0
7037,Freddie Hart,Easy Loving,,
7038,The Trammps,Hold Back The Night,False,40.0
7039,Keith Carradine,I'm Easy,False,35.0
7040,Alan Parsons,I Wouldn't Want To Be Like You,False,54.0
7041,Village People,Macho Man,False,48.0
7042,Joan Jett & the Blackhearts,Everyday People,False,31.0
7043,The Romantics,One In A Million,False,36.0
7044,Ideal,Get Gone,False,37.0
7045,Nelly Furtado,I'm Like A Bird,False,71.0
7046,James Brown,My Thang,False,38.0
7047,Jim Stafford,I Got Stoned And I Missed It,,
7048,Genesis,Follow You Follow Me,False,51.0
7049,Bell & James,Livin' It Up (Friday Night),,
7050,Maxine Nightingale,Lead Me On,False,37.0
7051,Larry Graham,One In A Million You,False,51.0
7052,Chilliwack,I Believe,False,35.0
7053,Four Tops,Indestructible,False,32.0
7054,Lisa Lisa And Cult Jam,Let The Beat Hit 'Em,False,37.0
7055,Plain White T's,Hey There Delilah,False,81.0
7056,Beyonce,Halo,False,79.0
7057,Jay-Z + Swizz Beatz,On To The Next One,,
7058,Kenny Loggins,Keep The Fire,False,30.0
7059,KC,Give It Up,False,62.0
7060,Level 42,Lessons In Love,False,63.0
7061,Natalie Cole,I Live For Your Love,False,44.0
7062,Shabba Ranks (Featuring Maxi Priest),Housecall,False,44.0
7063,George Benson,On Broadway,False,57.0
7064,Giant,I'll See You In My Dreams,False,45.0
7065,The Human League,Heart Like A Wheel,False,35.0
7066,Lonestar,My Front Porch Looking In,False,54.0
7067,Wanda Jackson,Let's Have A Party,False,52.0
7068,After 7,"Nights Like This (From ""The Five Heartbeats"")",,
7069,Train,Drops Of Jupiter (Tell Me),,
7070,The 2 Live Crew,Me So Horny,,
7071,Carrie Underwood,Last Name,False,54.0
7072,Motley Crue,Kickstart My Heart,False,77.0
7073,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),False,70.0
7074,The Fleetwoods,"Lovers By Night, Strangers By Day",False,17.0
7075,Lady Antebellum,Need You Now,False,69.0
7076,Flo Rida,My House,False,77.0
7077,The Notorious B.I.G.,Going Back To Cali,True,59.0
7078,Brenda Lee,It Started All Over Again,,
7079,Pitbull Featuring Lil Jon,Krazy,True,52.0
7080,Brian Hyland,Let Me Belong To You,False,7.0
7081,Pat Boone,I'll See You In My Dreams,,
7082,Elvis Presley With The Jordanaires and The Imperials Quartet,Indescribably Blue,,
7083,Bob Dylan,George Jackson,False,21.0
7084,James Brown,"Get Up, Get Into It, Get Involved (Pt. 1)",False,23.0
7085,Dr. Dre,Let Me Ride,,
7086,The 4 Seasons,Marlena,False,30.0
7087,Young Gunz Featuring Rell,No Better Love,True,48.0
7088,Jimmy Castor,"Hey, Leroy, Your Mama's Callin' You",False,36.0
7089,Jerry Butler,Mr. Dream Merchant,False,14.0
7090,Deep Purple,Kentucky Woman,False,39.0
7091,Michael Jackson,Farewell My Summer Love,False,26.0
7092,Mick Jagger,Lucky In Love,False,36.0
7093,Ester Dean Featuring Chris Brown,Drop It Low,True,55.0
